cnpj_raiz,email_corporativo,cargo_dono_agg,estado,capital
07.606.538,1,diretor,Outros,1
07.610.069,0,gerente,MG,0
07.612.398,0,proprietario,Outros,1
07.620.879,1,socio,RS,0
07.632.502,1,diretor,SP,0
07.633.719,1,gerente,SP,0
07.635.773,1,proprietario,Outros,0
07.641.734,1,diretor,Outros,1
07.643.876,0,gerente,RS,0
07.644.534,1,socio,RJ,0
07.654.975,1,diretor,Outros,0
07.656.322,1,gerente,SC,0
07.672.060,1,diretor,MG,0
07.677.731,1,gerente,ES,0
07.703.052,0,diretor,SP,0
07.709.146,1,diretor,SP,1
07.716.123,1,outros,Outros,1
07.753.970,0,diretor,SC,0
07.755.924,1,diretor,PR,0
07.758.693,1,gerente,SP,0
07.764.398,1,diretor,Outros,1
07.767.747,1,gerente,MG,0
07.769.624,0,gerente,SP,0
07.779.699,1,diretor,GO,0
07.780.442,1,gerente,SP,0
07.784.847,1,diretor,GO,0
07.802.628,0,proprietario,BA,0
07.805.002,0,diretor,Outros,1
07.805.442,1,gerente,RJ,0
07.809.939,1,diretor,RS,0
07.811.641,1,socio,Outros,1
07.816.376,1,gerente,SC,0
07.829.648,0,gerente,GO,0
07.833.708,1,gerente,PB,1
07.871.613,1,diretor,MG,0
07.873.061,0,proprietario,GO,0
07.877.700,1,proprietario,Outros,1
07.888.247,1,diretor,Outros,0
07.891.454,1,diretor,ES,0
07.913.412,1,outros,RS,0
07.922.139,1,socio,Outros,1
07.922.210,0,proprietario,Outros,1
07.924.408,1,gerente,RS,0
07.932.466,1,proprietario,MG,0
07.939.422,0,gerente,Outros,1
07.966.787,0,diretor,PB,1
07.980.195,1,proprietario,SC,0
07.981.334,0,gerente,Outros,0
07.996.048,1,socio,PB,0
07.996.662,1,proprietario,Outros,0
08.003.302,0,diretor,PR,0
08.012.514,0,proprietario,PB,1
08.017.542,1,gerente,RJ,1
08.024.836,1,gerente,SP,1
08.039.087,1,outros,PB,1
08.043.624,1,diretor,MG,0
08.044.633,0,diretor,PR,0
08.045.747,1,gerente,SP,1
08.056.881,0,socio,PB,1
08.061.801,0,diretor,Outros,0
08.070.984,1,gerente,SP,0
08.074.153,1,proprietario,SP,0
08.076.772,0,socio,MG,0
08.084.898,1,gerente,SP,1
08.085.980,0,proprietario,Outros,1
08.090.575,1,outros,Outros,0
08.091.562,1,diretor,MG,0
08.094.471,1,outros,ES,0
08.099.759,1,diretor,SC,0
08.102.628,0,diretor,Outros,1
08.152.769,1,diretor,SP,1
08.156.343,0,diretor,MG,0
08.158.720,1,gerente,SC,0
08.165.642,1,diretor,SP,0
08.168.789,0,proprietario,RS,0
08.168.990,1,diretor,Outros,1
08.175.410,1,proprietario,Outros,0
08.183.516,0,socio,SP,0
08.184.177,0,proprietario,PR,0
08.198.728,1,socio,Outros,1
08.202.230,0,diretor,MG,0
08.208.384,1,diretor,Outros,1
08.220.952,1,outros,Outros,1
08.226.396,1,diretor,SP,1
08.233.852,1,proprietario,SP,0
08.266.567,1,diretor,Outros,1
08.285.458,0,diretor,SC,0
08.293.290,1,diretor,SP,1
08.307.549,0,diretor,PR,0
08.308.196,1,gerente,SP,0
08.320.251,0,gerente,PB,0
08.342.659,0,proprietario,PR,1
08.345.565,1,diretor,Outros,1
08.359.402,0,diretor,PR,0
08.362.099,1,diretor,BA,0
08.394.222,1,gerente,MG,0
08.397.374,1,gerente,Outros,1
08.405.367,1,socio,PB,0
08.407.768,1,gerente,RS,0
08.408.420,0,gerente,Outros,0
08.408.736,1,diretor,Outros,1
08.409.951,1,proprietario,PR,0
08.413.139,1,socio,MG,0
08.415.791,1,outros,Outros,1
08.419.352,1,gerente,PB,0
08.435.402,1,socio,MG,0
08.483.271,1,socio,RJ,0
08.497.479,0,diretor,Outros,0
08.509.057,1,gerente,BA,0
08.512.037,1,gerente,ES,0
08.513.395,1,diretor,PR,1
08.516.021,0,proprietario,MG,0
08.519.091,1,diretor,Outros,1
08.527.918,1,socio,SP,0
08.572.740,1,gerente,PR,0
08.592.880,1,gerente,PR,0
08.595.107,0,diretor,RJ,0
08.596.794,0,diretor,Outros,1
08.609.841,1,diretor,GO,0
08.625.249,1,gerente,MG,0
08.629.915,1,gerente,PR,0
08.638.477,1,diretor,Outros,1
08.643.551,1,diretor,RS,0
08.644.095,1,diretor,SC,0
08.645.856,0,diretor,Outros,1
08.650.571,1,outros,RJ,1
08.665.540,1,proprietario,SP,0
08.666.279,1,gerente,PB,1
08.676.162,1,proprietario,SP,0
08.676.186,1,socio,RS,1
08.680.761,1,diretor,PB,0
08.686.745,0,diretor,GO,0
08.706.145,1,gerente,ES,0
08.719.139,1,diretor,PR,0
08.753.822,1,diretor,PR,0
08.755.245,1,proprietario,SC,0
08.764.498,0,gerente,MG,0
08.777.540,1,diretor,MG,0
08.787.414,1,proprietario,Outros,0
08.792.716,1,gerente,PR,0
08.797.179,0,gerente,PB,0
08.800.073,0,diretor,Outros,0
08.800.999,1,proprietario,SP,0
08.804.496,1,diretor,SP,0
08.811.946,1,diretor,GO,0
08.840.653,1,diretor,MG,0
08.848.231,1,proprietario,Outros,0
08.852.278,0,diretor,MG,0
08.857.972,1,diretor,Outros,1
08.858.785,1,outros,Outros,0
08.869.670,1,gerente,ES,0
08.889.167,1,gerente,PR,1
08.896.304,1,gerente,GO,0
08.897.231,0,diretor,Outros,0
08.923.352,1,diretor,Outros,1
08.929.256,1,gerente,PR,0
08.950.231,1,diretor,SC,0
08.955.306,0,gerente,SC,0
08.956.564,0,proprietario,SP,0
08.958.590,1,socio,Outros,1
08.960.925,0,diretor,Outros,0
08.964.014,1,gerente,ES,0
08.976.456,0,proprietario,SP,0
08.981.924,0,gerente,PB,1
09.005.062,1,diretor,Outros,0
09.010.658,1,gerente,GO,0
09.020.586,1,gerente,PR,1
09.033.808,1,socio,MG,0
09.043.891,1,socio,Outros,0
09.049.515,1,socio,Outros,1
09.051.313,1,diretor,SP,0
09.063.709,1,socio,GO,0
09.066.241,1,outros,BA,0
09.080.623,1,socio,Outros,0
09.082.724,1,socio,SP,0
09.084.080,1,proprietario,PR,0
09.084.636,0,diretor,Outros,0
09.093.402,1,socio,PB,0
09.107.779,1,gerente,Outros,0
09.111.271,1,diretor,PR,0
09.120.837,1,diretor,Outros,0
09.185.386,0,diretor,Outros,0
09.185.563,0,socio,MG,0
09.201.403,1,diretor,ES,0
09.203.106,0,diretor,Outros,0
09.205.182,1,gerente,RJ,0
09.211.513,0,proprietario,PR,0
09.228.964,1,gerente,SP,1
09.243.456,1,diretor,GO,0
09.249.662,1,gerente,SC,0
09.252.701,1,socio,PB,0
09.255.194,0,diretor,PR,0
09.258.807,1,gerente,PB,1
09.260.641,1,socio,SP,1
09.266.082,0,socio,RS,1
09.266.399,0,diretor,Outros,0
09.270.726,0,proprietario,SP,1
09.284.125,0,socio,RS,0
09.298.828,0,diretor,MG,0
09.340.562,0,diretor,MG,0
09.354.947,0,proprietario,PR,0
09.359.577,1,proprietario,SP,0
09.361.480,1,diretor,SP,0
09.367.315,1,diretor,SP,0
09.369.300,1,diretor,Outros,1
09.369.816,0,diretor,SP,0
09.377.248,1,gerente,RS,0
09.409.063,1,gerente,SP,0
09.427.397,1,gerente,RJ,0
09.451.673,1,socio,SP,1
09.452.900,1,diretor,ES,1
09.461.008,1,diretor,Outros,0
09.462.205,0,proprietario,Outros,0
09.462.690,0,gerente,Outros,0
09.463.239,1,diretor,RS,1
09.466.058,1,diretor,SP,1
09.480.866,0,proprietario,SP,0
09.502.108,1,gerente,PB,1
09.512.246,1,gerente,Outros,0
09.514.622,1,diretor,SC,0
09.534.919,1,gerente,Outros,1
09.535.606,1,diretor,GO,0
09.540.879,1,proprietario,SC,0
09.550.998,0,gerente,RS,1
09.552.818,1,outros,BA,1
09.557.529,0,gerente,Outros,0
09.561.037,1,gerente,PR,0
09.571.882,1,diretor,RJ,1
09.574.297,0,diretor,Outros,0
09.574.359,0,outros,SC,0
09.586.460,1,gerente,SP,0
09.593.374,1,gerente,GO,1
09.602.795,1,socio,SP,0
09.605.795,0,diretor,MG,0
09.606.263,1,gerente,Outros,0
09.607.358,0,gerente,RS,0
09.634.151,0,gerente,PB,1
09.641.940,1,socio,MG,0
09.753.377,1,gerente,Outros,1
09.994.633,1,socio,Outros,0
10.156.893,1,diretor,Outros,0
10.213.051,1,diretor,SP,0
10.249.681,1,outros,ES,0
10.254.133,1,diretor,MG,1
10.254.580,0,gerente,Outros,0
10.255.580,0,diretor,SP,0
10.261.282,1,diretor,SP,0
10.269.578,1,diretor,Outros,0
10.275.054,1,socio,Outros,0
10.276.666,1,diretor,Outros,0
10.284.010,0,diretor,GO,0
10.293.725,1,diretor,GO,0
10.299.567,1,diretor,SP,0
10.302.616,1,diretor,Outros,0
10.305.884,0,proprietario,SP,0
10.309.950,1,outros,Outros,0
10.323.669,1,diretor,RJ,0
10.328.828,1,diretor,BA,1
10.331.865,0,diretor,Outros,0
10.334.817,1,diretor,MG,0
10.335.328,1,gerente,PR,0
10.339.868,0,proprietario,RS,0
10.350.818,1,diretor,SP,1
10.355.593,0,proprietario,Outros,0
10.363.353,0,gerente,BA,0
10.370.780,1,diretor,Outros,1
10.372.062,0,socio,SP,1
10.382.132,1,diretor,MG,0
10.383.317,1,diretor,RS,0
10.409.250,1,proprietario,RJ,0
10.421.001,0,diretor,Outros,1
10.425.814,0,outros,Outros,0
10.438.110,1,proprietario,SP,0
10.438.818,0,gerente,BA,0
10.458.775,1,gerente,SC,0
10.460.803,1,gerente,PR,0
10.466.983,1,outros,RS,0
10.468.907,1,proprietario,RS,0
10.469.921,0,proprietario,PR,0
10.470.815,0,diretor,Outros,1
10.499.287,1,diretor,MG,0
10.500.060,1,diretor,Outros,0
10.508.023,1,socio,Outros,1
10.508.454,0,gerente,SP,0
10.531.228,1,proprietario,PR,0
10.536.375,0,proprietario,SC,0
10.547.755,0,socio,PB,0
10.552.806,1,diretor,RS,0
10.557.229,0,diretor,Outros,1
10.557.524,1,proprietario,PB,0
10.559.257,1,diretor,ES,0
10.562.798,1,diretor,PR,1
10.576.864,1,socio,MG,0
10.597.116,1,proprietario,PR,0
10.630.328,0,gerente,MG,1
10.635.169,1,socio,Outros,0
10.643.999,1,gerente,SP,0
10.644.834,0,gerente,Outros,1
10.647.838,1,diretor,MG,0
10.647.979,1,diretor,SP,0
10.658.925,0,socio,RS,0
10.662.293,1,diretor,Outros,1
10.672.503,0,socio,Outros,1
10.678.505,1,gerente,SP,0
10.679.012,1,proprietario,Outros,1
10.680.547,1,outros,SP,0
10.698.379,0,diretor,Outros,0
10.702.791,1,outros,SP,0
10.704.462,1,gerente,SC,0
10.705.634,1,diretor,Outros,1
10.734.070,1,proprietario,Outros,1
10.735.979,1,proprietario,SC,0
10.744.425,1,diretor,MG,0
10.747.933,0,proprietario,PR,0
10.750.264,1,diretor,ES,0
10.750.532,0,socio,ES,0
10.760.416,1,socio,SP,1
10.778.782,1,diretor,PR,0
10.784.589,1,diretor,PR,0
10.787.871,1,socio,RS,0
10.789.365,0,gerente,SC,0
10.795.414,1,outros,SP,0
10.797.407,1,proprietario,Outros,1
10.804.427,0,diretor,RS,0
10.807.173,1,diretor,RS,1
10.810.580,0,diretor,GO,0
10.827.286,1,diretor,SP,0
10.835.896,1,gerente,RS,0
10.838.786,1,gerente,SP,0
10.839.911,1,outros,SP,1
10.852.800,1,gerente,RS,0
10.857.182,1,socio,SP,0
10.867.609,0,proprietario,Outros,1
10.872.023,0,diretor,Outros,1
10.879.024,1,gerente,BA,0
10.885.840,1,diretor,GO,0
10.895.537,0,proprietario,Outros,0
10.896.486,1,gerente,Outros,1
10.898.590,0,outros,PB,1
10.900.422,1,proprietario,Outros,0
10.902.052,0,diretor,PB,1
10.916.198,1,proprietario,SP,0
10.918.532,1,gerente,GO,0
10.918.655,1,diretor,Outros,1
10.922.298,0,proprietario,Outros,1
10.927.013,1,diretor,RS,0
10.929.764,0,diretor,Outros,0
10.930.490,0,socio,PR,0
10.940.525,1,gerente,PB,0
10.948.789,1,diretor,SC,0
10.948.845,1,proprietario,ES,0
10.971.171,0,socio,MG,1
10.975.214,1,diretor,SP,0
10.988.629,0,proprietario,Outros,1
10.988.827,1,proprietario,PB,1
10.989.954,1,diretor,SP,1
11.009.353,0,diretor,MG,0
11.012.524,1,diretor,SC,0
11.028.793,1,diretor,Outros,1
11.032.288,1,gerente,SP,1
11.032.428,1,diretor,SC,0
11.046.024,1,socio,RJ,0
11.055.706,1,proprietario,PR,0
11.056.737,1,proprietario,Outros,1
11.066.044,0,gerente,SP,0
11.069.547,1,proprietario,SP,0
11.070.478,1,diretor,MG,0
11.092.359,0,socio,BA,0
11.093.357,1,diretor,MG,0
11.094.287,1,diretor,Outros,1
11.097.305,1,gerente,PR,0
11.105.698,1,diretor,Outros,1
11.117.229,0,proprietario,SP,0
11.123.806,1,diretor,GO,1
11.124.629,1,gerente,SC,0
11.174.353,1,proprietario,BA,0
11.177.288,1,socio,Outros,1
11.178.032,1,outros,BA,1
11.193.748,0,diretor,SC,0
11.195.521,0,diretor,Outros,1
11.197.629,0,diretor,MG,0
11.203.273,1,proprietario,Outros,1
11.236.127,1,diretor,SP,0
11.255.180,1,diretor,GO,1
11.282.794,1,socio,MG,0
11.291.682,1,gerente,SC,0
11.306.830,1,diretor,SC,0
11.315.630,1,gerente,SP,0
11.317.175,1,socio,Outros,1
11.323.058,0,socio,Outros,0
11.331.612,1,proprietario,SC,0
11.348.519,0,proprietario,PR,0
11.372.084,0,diretor,PB,1
11.377.922,1,proprietario,SP,0
11.390.068,0,diretor,Outros,0
11.412.261,0,socio,RJ,1
11.428.917,1,socio,BA,0
11.431.102,0,diretor,Outros,0
11.431.803,1,diretor,MG,0
11.443.543,1,gerente,Outros,1
11.457.593,1,outros,RS,0
11.458.316,1,diretor,SP,0
11.460.795,1,proprietario,BA,0
11.478.446,1,diretor,Outros,1
11.487.996,1,diretor,Outros,0
11.489.729,1,gerente,PR,0
11.504.997,1,gerente,MG,0
11.507.189,1,socio,Outros,0
11.507.592,1,socio,PB,0
11.517.243,1,gerente,MG,1
11.520.436,0,diretor,PB,1
11.549.164,0,diretor,PR,0
11.582.015,0,proprietario,SP,0
11.587.587,0,socio,MG,0
11.595.217,1,diretor,Outros,1
11.622.914,1,diretor,MG,0
11.633.345,1,gerente,RJ,0
11.657.758,1,socio,RJ,0
11.665.366,0,proprietario,SP,0
11.666.822,1,diretor,Outros,0
11.681.696,1,proprietario,Outros,1
11.708.949,0,proprietario,SC,0
11.718.326,1,gerente,PR,0
11.748.537,1,diretor,SC,0
11.758.701,1,gerente,SC,0
11.761.192,1,diretor,SC,0
11.859.102,1,socio,Outros,0
11.861.190,1,diretor,PR,0
11.907.543,1,diretor,Outros,1
11.908.026,0,socio,Outros,0
11.954.058,0,socio,PB,0
12.011.727,1,gerente,SP,0
12.030.744,1,diretor,MG,0
12.034.507,0,proprietario,Outros,1
12.040.718,0,proprietario,PB,1
12.044.488,0,gerente,PB,0
12.046.775,0,socio,Outros,0
12.048.604,0,diretor,PR,0
12.060.486,0,diretor,PR,0
12.065.639,1,proprietario,SP,0
12.073.225,0,diretor,Outros,1
12.077.832,0,diretor,ES,0
12.082.134,0,proprietario,Outros,1
12.087.558,1,socio,RS,0
12.103.225,1,socio,RJ,0
12.103.781,1,outros,Outros,0
12.106.088,1,diretor,Outros,0
12.106.914,1,diretor,Outros,0
12.122.176,1,diretor,Outros,1
12.128.511,0,proprietario,PR,0
12.136.415,1,outros,SP,1
12.158.137,1,gerente,SP,1
12.193.390,0,socio,PB,0
12.209.309,1,proprietario,SP,0
12.211.092,1,gerente,BA,0
12.228.949,0,socio,Outros,1
12.232.461,0,socio,RS,0
12.245.651,0,outros,SP,0
12.253.352,0,socio,BA,0
12.257.959,1,proprietario,SP,0
12.260.426,1,gerente,SP,0
12.275.916,0,proprietario,SP,0
12.288.766,0,socio,BA,0
12.296.249,1,socio,SP,0
12.301.257,0,proprietario,PB,1
12.315.907,1,socio,MG,0
12.316.361,1,outros,SP,1
12.322.468,1,proprietario,BA,0
12.324.509,1,socio,BA,0
12.334.060,1,gerente,SP,0
12.353.509,0,proprietario,Outros,1
12.362.783,0,proprietario,Outros,1
12.382.653,0,diretor,Outros,0
12.387.803,1,diretor,PR,0
12.407.691,1,diretor,PR,0
12.409.310,0,proprietario,RS,0
12.444.558,1,gerente,SP,1
12.450.551,1,outros,SP,0
12.471.780,0,socio,RS,0
12.489.956,1,diretor,GO,1
12.491.870,1,socio,SP,0
12.494.315,1,socio,RS,1
12.518.538,0,gerente,BA,0
12.519.617,0,proprietario,Outros,1
12.541.618,1,socio,RS,1
12.542.886,1,socio,GO,1
12.554.626,0,socio,PB,1
12.556.078,1,gerente,MG,0
12.565.336,0,socio,PR,0
12.574.659,1,proprietario,SC,0
12.605.561,1,diretor,Outros,1
12.611.331,1,socio,PB,1
12.620.902,0,proprietario,PB,1
12.631.745,1,diretor,Outros,0
12.640.188,0,socio,PB,1
12.645.814,1,diretor,Outros,0
12.646.952,1,diretor,RS,0
12.657.402,1,gerente,SP,0
12.666.840,1,diretor,MG,0
12.681.144,1,socio,PB,0
12.719.213,0,socio,Outros,1
12.775.390,0,diretor,SP,0
12.817.973,0,diretor,Outros,0
12.818.486,1,gerente,Outros,1
12.819.074,1,gerente,Outros,0
12.825.598,1,gerente,ES,0
12.862.354,1,diretor,MG,0
12.932.679,1,gerente,PB,1
12.935.253,0,diretor,GO,0
12.941.948,1,proprietario,SC,0
12.984.298,0,diretor,PR,0
12.985.357,1,diretor,RS,0
12.986.517,1,diretor,Outros,1
12.988.743,1,gerente,PB,1
13.002.691,0,proprietario,PR,1
13.005.963,0,diretor,GO,0
13.019.479,1,socio,RJ,0
13.032.743,1,gerente,BA,0
13.038.672,1,diretor,PR,0
13.043.748,1,socio,Outros,0
13.053.302,1,outros,MG,0
13.055.281,0,diretor,MG,0
13.076.887,1,diretor,RJ,1
13.080.196,0,socio,Outros,0
13.085.372,1,diretor,SP,0
13.090.544,0,proprietario,PR,0
13.091.403,1,proprietario,RS,0
13.138.835,1,diretor,SP,0
13.158.698,1,diretor,GO,1
13.165.679,0,diretor,Outros,0
13.213.280,0,socio,GO,1
13.226.507,1,gerente,ES,0
13.240.222,1,gerente,SP,0
13.254.104,1,diretor,ES,0
13.258.100,0,diretor,Outros,1
13.269.050,1,diretor,PB,1
13.301.605,1,diretor,RJ,0
13.305.599,0,socio,GO,0
13.324.442,1,diretor,SC,0
13.327.196,1,diretor,Outros,0
13.349.563,1,socio,ES,0
13.350.659,1,diretor,ES,0
13.353.158,1,diretor,SP,0
13.358.859,0,gerente,Outros,1
13.375.350,0,diretor,SP,0
13.376.874,0,proprietario,PR,0
13.387.328,0,proprietario,RS,0
13.406.285,1,outros,RJ,1
13.407.016,1,diretor,MG,0
13.433.908,1,gerente,SP,0
13.434.315,1,diretor,PR,0
13.435.556,1,proprietario,Outros,0
13.442.303,1,diretor,Outros,0
13.444.788,1,proprietario,PR,0
13.461.436,1,socio,RJ,1
13.471.578,1,gerente,BA,0
13.473.077,0,gerente,ES,0
13.486.570,0,diretor,SC,0
13.487.115,1,gerente,SP,1
13.545.808,1,socio,Outros,0
13.554.820,1,proprietario,ES,0
13.563.356,1,socio,SP,1
13.591.752,0,diretor,Outros,1
13.591.814,1,diretor,MG,1
13.621.003,1,socio,MG,0
13.631.063,0,diretor,Outros,0
13.631.347,1,diretor,PR,1
13.648.760,1,gerente,RJ,0
13.682.404,0,socio,Outros,0
13.687.732,1,diretor,SC,0
13.716.704,0,diretor,Outros,1
13.718.289,0,gerente,Outros,1
13.719.780,1,socio,SP,0
13.727.240,1,diretor,SP,0
13.742.011,1,socio,RJ,0
13.770.155,0,proprietario,PR,0
13.773.968,1,proprietario,PR,0
13.787.042,1,proprietario,SC,0
13.787.367,1,proprietario,SC,0
13.860.137,1,gerente,SP,0
13.880.865,0,socio,BA,0
13.882.334,1,diretor,SP,0
13.905.150,0,diretor,Outros,0
13.909.952,0,diretor,Outros,1
13.921.195,1,socio,SP,1
13.928.868,1,diretor,ES,0
13.970.237,1,diretor,GO,0
13.988.921,0,diretor,MG,0
13.992.299,0,diretor,PB,0
13.993.252,0,proprietario,Outros,1
14.035.190,0,proprietario,Outros,0
14.043.480,1,socio,RS,0
14.078.801,1,proprietario,SP,0
14.120.102,0,socio,Outros,0
14.132.463,0,diretor,Outros,0
14.136.525,1,gerente,RS,1
14.148.533,1,gerente,Outros,0
14.160.653,1,diretor,GO,0
14.170.909,1,gerente,SC,0
14.174.326,1,socio,SP,1
14.182.952,1,socio,RS,0
14.203.844,1,gerente,SC,0
14.213.775,0,diretor,Outros,0
14.223.887,1,gerente,BA,0
14.234.881,1,outros,SP,1
14.271.042,1,diretor,MG,0
14.299.253,0,diretor,MG,0
14.299.733,0,diretor,PR,0
14.303.182,1,diretor,ES,0
14.311.063,1,socio,SP,1
14.313.648,0,proprietario,Outros,1
14.316.582,0,diretor,Outros,0
14.319.598,1,outros,SP,0
14.372.807,1,gerente,RS,0
14.379.664,0,proprietario,PR,1
14.395.237,0,diretor,Outros,0
14.436.310,1,gerente,ES,0
14.460.993,0,outros,GO,0
14.485.154,0,diretor,PR,0
14.496.741,0,proprietario,Outros,1
14.505.945,1,socio,Outros,1
14.506.145,1,socio,BA,0
14.524.386,0,diretor,MG,0
14.526.365,1,socio,SC,0
14.536.920,0,socio,RJ,0
14.543.616,0,gerente,RJ,0
14.553.607,1,socio,SP,1
14.608.039,0,proprietario,PB,0
14.610.398,1,gerente,Outros,0
14.616.875,1,diretor,MG,1
14.628.808,1,diretor,Outros,0
14.661.108,1,gerente,Outros,1
14.671.177,1,proprietario,Outros,0
14.681.190,1,socio,MG,0
14.688.220,1,gerente,SP,0
14.704.986,1,gerente,SP,0
14.713.301,1,diretor,Outros,0
14.752.034,0,proprietario,BA,1
14.752.202,1,diretor,GO,0
14.755.524,1,diretor,BA,0
14.769.946,1,gerente,SP,1
14.785.048,0,socio,ES,0
14.797.572,0,gerente,MG,0
14.804.740,1,gerente,SP,0
14.900.813,0,diretor,MG,0
14.915.329,1,gerente,PB,1
14.928.256,1,diretor,RS,0
14.957.458,1,socio,SP,0
14.972.371,0,socio,RJ,0
15.009.178,1,diretor,Outros,0
15.025.071,1,gerente,RJ,1
15.038.402,1,socio,ES,0
15.043.578,0,socio,MG,0
15.050.027,0,socio,SC,0
15.058.185,0,proprietario,PR,0
15.066.184,1,socio,SP,0
15.069.445,1,socio,RS,1
15.071.146,1,socio,SP,0
15.101.228,1,diretor,BA,0
15.103.383,1,gerente,RS,1
15.119.679,1,socio,PR,1
15.129.315,1,outros,SP,0
15.169.111,1,proprietario,SP,0
15.174.181,1,gerente,MG,1
15.186.966,1,diretor,Outros,0
15.245.792,1,diretor,SC,0
15.261.806,1,gerente,Outros,1
15.271.913,1,diretor,PR,0
15.272.431,0,proprietario,Outros,0
15.272.822,0,diretor,Outros,0
15.281.570,0,socio,SC,0
15.287.286,0,proprietario,SP,0
15.318.775,0,proprietario,RS,0
15.334.893,1,gerente,RS,0
15.351.447,1,proprietario,PR,1
15.397.093,1,proprietario,PB,1
15.404.932,1,socio,Outros,1
15.419.768,1,diretor,SP,0
15.420.492,1,socio,PB,0
15.434.835,1,socio,Outros,1
15.441.134,0,diretor,Outros,1
15.481.909,1,diretor,SC,0
15.523.903,1,proprietario,SP,0
15.537.157,1,diretor,Outros,0
15.573.136,0,proprietario,Outros,1
15.573.686,1,gerente,Outros,1
15.589.178,0,socio,PB,1
15.605.543,1,socio,Outros,0
15.608.721,0,gerente,Outros,0
15.628.461,1,outros,SC,0
15.639.595,1,gerente,Outros,0
15.665.528,1,outros,SP,0
15.700.419,1,gerente,GO,1
15.733.202,1,diretor,PB,1
15.734.667,0,socio,PB,1
15.771.761,0,proprietario,SC,0
15.801.086,1,socio,Outros,0
15.802.362,1,diretor,PR,0
15.824.812,1,socio,PR,1
15.913.234,0,socio,MG,0
16.041.592,1,outros,BA,1
16.066.888,1,gerente,BA,0
16.096.819,1,gerente,Outros,0
16.314.791,1,gerente,BA,1
16.433.394,0,socio,Outros,0
16.464.947,1,diretor,SC,0
16.479.565,0,proprietario,PR,0
16.501.239,0,socio,Outros,1
16.543.194,0,diretor,MG,1
16.565.111,1,outros,Outros,1
16.577.631,1,outros,SP,1
16.577.642,1,gerente,MG,0
16.584.760,1,gerente,SP,0
16.586.009,0,proprietario,PR,0
